# name,mass (Mjup),Radio (Rjup),Periodo (dias),Semi eje (ua),Excen,inclination,Año,Metodo,Nombre estr,Metalicidad,Masa estr (Msol),Radio (Rsol),Tipo espectral,Edad (gyr),Teff,Disco detectado,Campo magnetico
Kepler-286 d,,0.119,5.914323,0.061,,,2014,Primary Transit,Kepler-286,-0.165,,0.86,,,5580,,
Kepler-286 e,,0.158,29.221289,0.176,,,2014,Primary Transit,Kepler-286,-0.165,,0.86,,,5580,,
Kepler-287 b,,0.208,20.342199,0.145,,,2014,Primary Transit,Kepler-287,-0.077,,1.03,,,5806,,
Kepler-287 c,,0.291,44.851896,0.246,,,2014,Primary Transit,Kepler-287,-0.077,,1.03,,,5806,,
Kepler-288 b,,0.149,6.097326,0.065,,,2014,Primary Transit,Kepler-288,-0.219,0.89,1.09,,,5918,,
Kepler-288 c,,0.254,19.305772,0.14,,,2014,Primary Transit,Kepler-288,-0.219,0.89,1.09,,,5918,,
Kepler-288 d,,0.238,56.633742,0.287,,,2014,Primary Transit,Kepler-288,-0.219,0.89,1.09,,,5918,,
Kepler-289 b,0.023,0.192,34.545,0.21,0.024,89.59,2014,Primary Transit,Kepler-289,0.05,1.08,1,,0.65,5990,,
Kepler-289 c,0.013,0.239,66.0634,0.33,0.0115,89.73,2014,Primary Transit,Kepler-289,0.05,1.08,1,,0.65,5990,,
Kepler-289 d,0.415,1.034,125.8518,0.51,0.0033,89.794,2014,Primary Transit,Kepler-289,0.05,1.08,1,,0.65,5990,,
Kepler-29 b,0.0142,0.299,10.3376,0.09,,,2012,Primary Transit,Kepler-29,0,1,0.96,,,5750,,
Kepler-29 c,0.013,0.28,13.2907,0.11,,,2012,Primary Transit,Kepler-29,0,1,0.96,,,5750,,
Kepler-290 b,,0.201,14.589347,0.11,,,2014,Primary Transit,Kepler-290,-0.061,,0.74,,,5147,,
Kepler-290 c,,0.241,36.77031,0.205,,,2014,Primary Transit,Kepler-290,-0.061,,0.74,,,5147,,
Kepler-291 b,,0.193,3.546511,0.047,,,2014,Primary Transit,Kepler-291,0.07,1.03,1.02,,,6002,,
Kepler-291 c,,0.168,5.700786,0.065,,,2014,Primary Transit,Kepler-291,0.07,1.03,1.02,,,6002,,
Kepler-292 b,,0.118,2.580827,0.035,,,2014,Primary Transit,Kepler-292,0.077,0.88,0.83,,,5299,,
Kepler-292 c,,0.131,3.715335,0.045,,,2014,Primary Transit,Kepler-292,0.077,0.88,0.83,,,5299,,
Kepler-292 d,,0.199,7.055679,0.068,,,2014,Primary Transit,Kepler-292,0.077,0.88,0.83,,,5299,,
Kepler-292 e,,0.238,11.97901,0.097,,,2014,Primary Transit,Kepler-292,0.077,0.88,0.83,,,5299,,
Kepler-292 f,,0.21,20.834237,0.141,,,2014,Primary Transit,Kepler-292,0.077,0.88,0.83,,,5299,,
Kepler-293 b,,0.274,19.254196,0.144,,,2014,Primary Transit,Kepler-293,0.134,1.01,0.96,,,5804,,
Kepler-293 c,,0.342,54.155743,0.286,,,2014,Primary Transit,Kepler-293,0.134,1.01,0.96,,,5804,,
Kepler-294 b,,0.158,3.701212,0.048,,,2014,Primary Transit,Kepler-294,-0.001,,0.98,,,5913,,
Kepler-294 c,,0.242,6.6264,0.071,,,2014,Primary Transit,Kepler-294,-0.001,,0.98,,,5913,,
Kepler-295 b,,0.109,12.645164,0.099,,,2014,Primary Transit,Kepler-295,-0.332,,0.9,,,5603,,
Kepler-295 c,,0.104,21.526258,0.142,,,2014,Primary Transit,Kepler-295,-0.332,,0.9,,,5603,,
Kepler-295 d,,0.121,33.884054,0.192,,,2014,Primary Transit,Kepler-295,-0.332,,0.9,,,5603,,
Kepler-296 b,,0.084,3.621457,0.039,,,2014,Primary Transit,Kepler-296,0.168,,0.56,,,4249,,
Kepler-296 c,,0.192,5.841648,0.054,,,2014,Primary Transit,Kepler-296,0.168,,0.56,,,4249,,
Kepler-296 d,,0.203,19.850242,0.122,,,2014,Primary Transit,Kepler-296,0.168,,0.56,,,4249,,
Kepler-296 e,,0.156,34.142347,0.174,,,2014,Primary Transit,Kepler-296,0.168,,0.56,,,4249,,
Kepler-296 f,,0.16,63.335879,0.263,,,2014,Primary Transit,Kepler-296,0.168,,0.56,,,4249,,
Kepler-297 b,,0.256,38.871826,0.217,,,2014,Primary Transit,Kepler-297,-0.12,,0.92,,,5619,,
Kepler-297 c,,0.583,74.920137,0.336,,,2014,Primary Transit,Kepler-297,-0.12,,0.92,,,5619,,
Kepler-298 b,,0.175,10.475464,0.08,,,2014,Primary Transit,Kepler-298,-0.121,0.65,0.58,,,4465,,
Kepler-298 c,,0.172,22.92881,0.136,,,2014,Primary Transit,Kepler-298,-0.121,0.65,0.58,,,4465,,
Kepler-298 d,,0.223,77.473633,0.305,,,2014,Primary Transit,Kepler-298,-0.121,0.65,0.58,,,4465,,
Kepler-299 b,,0.118,2.927128,0.04,,,2014,Primary Transit,Kepler-299,-0.052,0.97,1.03,,,5617,,
Kepler-299 c,,0.236,6.885875,0.07,,,2014,Primary Transit,Kepler-299,-0.052,0.97,1.03,,,5617,,
Kepler-299 d,,0.166,15.054786,0.118,,,2014,Primary Transit,Kepler-299,-0.052,0.97,1.03,,,5617,,
Kepler-299 e,,0.167,38.285489,0.22,,,2014,Primary Transit,Kepler-299,-0.052,0.97,1.03,,,5617,,
Kepler-30 b,0.036,0.35,29.334,0.18,,89.82,2012,Primary Transit,Kepler-30,0.18,0.99,0.95,,,5498,,
Kepler-30 c,2.01,1.1,60.3231,0.3,,89.68,2012,Primary Transit,Kepler-30,0.18,0.99,0.95,,,5498,,
Kepler-30 d,0.073,0.79,143.343,0.5,,89.84,2012,Primary Transit,Kepler-30,0.18,0.99,0.95,,,5498,,
Kepler-300 b,,0.149,10.446347,0.094,,,2014,Primary Transit,Kepler-300,-0.238,0.94,0.9,,,5986,,
Kepler-300 c,,0.201,40.714955,0.232,,,2014,Primary Transit,Kepler-300,-0.238,0.94,0.9,,,5986,,
Kepler-301 b,,0.12,2.508553,0.036,,,2014,Primary Transit,Kepler-301,-0.178,0.91,0.9,,,5815,,
Kepler-301 c,,0.12,5.419026,0.06,,,2014,Primary Transit,Kepler-301,-0.178,0.91,0.9,,,5815,,
Kepler-301 d,,0.156,13.751243,0.112,,,2014,Primary Transit,Kepler-301,-0.178,0.91,0.9,,,5815,,
Kepler-302 b,,0.362,30.184104,0.193,,,2014,Primary Transit,Kepler-302,-0.238,,1.22,,,5740,,
Kepler-302 c,,1.111,127.282184,0.503,,,2014,Primary Transit,Kepler-302,-0.238,,1.22,,,5740,,
Kepler-303 b,,0.079,1.937055,0.024,,,2014,Primary Transit,Kepler-303,0.102,0.59,0.48,,,3944,,
Kepler-303 c,,0.102,7.061149,0.057,,,2014,Primary Transit,Kepler-303,0.102,0.59,0.48,,,3944,,
Kepler-304 b,,0.255,3.295709,0.039,,,2014,Primary Transit,Kepler-304,0.523,0.8,0.69,,,4731,,
Kepler-304 c,,0.194,5.315946,0.054,,,2014,Primary Transit,Kepler-304,0.523,0.8,0.69,,,4731,,
Kepler-304 d,,0.245,9.653471,0.08,,,2014,Primary Transit,Kepler-304,0.523,0.8,0.69,,,4731,,
Kepler-304 e,,0.107,1.49914695,,,,2016,Primary Transit,Kepler-304,0.523,0.8,0.69,,,4731,,
Kepler-305 b,0.0356,0.322,5.487,0.05856,,,2013,Primary Transit,Kepler-305,-0.071,0.83,0.87,,,4918,,
Kepler-305 c,0.0192,0.295,8.291,0.07711,,,2013,Primary Transit,Kepler-305,-0.071,0.83,0.87,,,4918,,
Kepler-305 d,,0.242,16.738661,0.121,,,2014,Primary Transit,Kepler-305,-0.071,0.83,0.87,,,4918,,
Kepler-306 b,,0.136,4.646186,0.05,,,2014,Primary Transit,Kepler-306,0.155,0.82,0.72,,,4954,,
Kepler-306 c,,0.21,7.240193,0.067,,,2014,Primary Transit,Kepler-306,0.155,0.82,0.72,,,4954,,
Kepler-306 d,,0.22,17.326644,0.12,,,2014,Primary Transit,Kepler-306,0.155,0.82,0.72,,,4954,,
Kepler-306 e,,0.203,44.840975,0.227,,,2014,Primary Transit,Kepler-306,0.155,0.82,0.72,,,4954,,
Kepler-307 b,0.0234,0.217,10.416,,,,2013,Primary Transit,Kepler-307,0.158,0.78,1.03,,,5445,,
Kepler-307 c,0.01147,0.196,13.084,,,,2013,Primary Transit,Kepler-307,0.158,0.78,1.03,,,5445,,
Kepler-308 b,,0.189,9.694928,0.09,,,2014,Primary Transit,Kepler-308,-0.112,,0.94,,,5895,,
Kepler-308 c,,0.193,15.38231,0.123,,,2014,Primary Transit,Kepler-308,-0.112,,0.94,,,5895,,
Kepler-309 b,,0.139,5.923653,0.059,,,2014,Primary Transit,Kepler-309,0.415,,0.72,,,4713,,
Kepler-309 c,,0.224,105.356383,0.401,,,2014,Primary Transit,Kepler-309,0.415,,0.72,,,4713,,
Kepler-31 b,,0.38,20.8613,0.16,,,2012,Primary Transit,Kepler-31,-0.08,1.21,1.22,,,6340,,
Kepler-31 c,4.7,0.38,42.6318,0.26,,,2012,Primary Transit,Kepler-31,-0.08,1.21,1.22,,,6340,,
Kepler-31 d,,0.407,87.648901,0.39,,,2014,Primary Transit,Kepler-31,-0.08,1.21,1.22,,,6340,,
Kepler-310 b,,0.106,13.930698,0.111,,,2014,Primary Transit,Kepler-310,-0.299,0.85,0.88,,,5797,,
Kepler-310 c,,0.302,56.47542,0.281,,,2014,Primary Transit,Kepler-310,-0.299,0.85,0.88,,,5797,,
Kepler-310 d,,0.22,92.876125,0.392,,,2014,Primary Transit,Kepler-310,-0.299,0.85,0.88,,,5797,,
Kepler-311 b,,0.152,9.176092,0.087,,,2014,Primary Transit,Kepler-311,-0.057,1.06,1.19,,,5905,,
Kepler-311 c,,0.128,19.738286,0.145,,,2014,Primary Transit,Kepler-311,-0.057,1.06,1.19,,,5905,,
Kepler-312 b,,0.115,1.772419,0.031,,,2014,Primary Transit,Kepler-312,0.076,1.23,1.47,,,6115,,
Kepler-312 c,,0.281,19.747412,0.153,,,2014,Primary Transit,Kepler-312,0.076,1.23,1.47,,,6115,,
Kepler-313 b,,0.226,14.970418,0.125,,,2014,Primary Transit,Kepler-313,-0.112,0.9,1.54,,,5727,,
Kepler-313 c,,0.229,32.273273,0.208,,,2014,Primary Transit,Kepler-313,-0.112,0.9,1.54,,,5727,,
Kepler-314 b,,0.074,2.461069,0.035,,,2014,Primary Transit,Kepler-314,0.157,1.02,0.95,,,5378,,
Kepler-314 c,,0.259,5.960392,0.064,,,2014,Primary Transit,Kepler-314,0.157,1.02,0.95,,,5378,,
Kepler-315 b,,0.336,96.101141,0.402,,,2014,Primary Transit,Kepler-315,-0.403,0.78,1.04,,,5796,,
Kepler-315 c,,0.37,265.469335,0.791,,,2014,Primary Transit,Kepler-315,-0.403,0.78,1.04,,,5796,,
Kepler-316 b,,0.095,2.240508,0.027,,,2014,Primary Transit,Kepler-316,-0.48,0.53,0.52,,,4204,,
Kepler-316 c,,0.103,6.827766,0.058,,,2014,Primary Transit,Kepler-316,-0.48,0.53,0.52,,,4204,,
Kepler-317 b,,0.186,5.524242,0.061,,,2014,Primary Transit,Kepler-317,0.258,0.95,0.94,,,5497,,
Kepler-317 c,,0.153,8.77501,0.083,,,2014,Primary Transit,Kepler-317,0.258,0.95,0.94,,,5497,,
Kepler-318 b,,0.42,4.662715,0.056,,,2014,Primary Transit,Kepler-318,0.145,1.05,1.19,,,5746,,
Kepler-318 c,,0.328,11.815007,0.105,,,2014,Primary Transit,Kepler-318,0.145,1.05,1.19,,,5746,,
Kepler-319 b,,0.145,4.362705,0.051,,,2014,Primary Transit,Kepler-319,0.487,1.29,0.9,,,5526,,
Kepler-319 c,,0.235,6.941357,0.069,,,2014,Primary Transit,Kepler-319,0.487,1.29,0.9,,,5526,,
Kepler-319 d,,0.204,31.781925,0.191,,,2014,Primary Transit,Kepler-319,0.487,1.29,0.9,,,5526,,
Kepler-32 b,4.1,0.37,5.90124,0.05,,,2012,Primary Transit,Kepler-32,0,0.58,0.53,,,3900,,
Kepler-32 c,0.5,0.33,8.7522,0.09,,,2012,Primary Transit,Kepler-32,0,0.58,0.53,,,3900,,
Kepler-320 b,,0.102,8.371554,0.085,,,2014,Primary Transit,Kepler-320,-0.244,,1.11,,,6435,,
Kepler-320 c,,0.122,17.934937,0.142,,,2014,Primary Transit,Kepler-320,-0.244,,1.11,,,6435,,
Kepler-321 b,,0.158,4.915379,0.057,,,2014,Primary Transit,Kepler-321,,1.01,1.19,,,5740,,
Kepler-321 c,,0.207,13.093921,0.11,,,2014,Primary Transit,Kepler-321,,1.01,1.19,,,5740,,
Kepler-322 b,,0.09,1.653888,0.027,,,2014,Primary Transit,Kepler-322,-0.06,0.91,0.89,,,5388,,
Kepler-322 c,,0.149,4.337234,0.051,,,2014,Primary Transit,Kepler-322,-0.06,0.91,0.89,,,5388,,
Kepler-323 b,,0.128,1.678327,0.028,,,2014,Primary Transit,Kepler-323,-0.078,1.09,1.18,,,5987,,
Kepler-323 c,,0.145,3.553822,0.046,,,2014,Primary Transit,Kepler-323,-0.078,1.09,1.18,,,5987,,
Kepler-324 b,,0.102,4.385315,0.05,,,2014,Primary Transit,Kepler-324,-0.009,0.86,0.84,,,5194,,
Kepler-324 c,,0.281,51.805612,0.26,,,2014,Primary Transit,Kepler-324,-0.009,0.86,0.84,,,5194,,
Kepler-325 b,,0.26,4.544439,0.053,,,2014,Primary Transit,Kepler-325,-0.171,0.87,1,,,5752,,
Kepler-325 c,,0.227,12.762172,0.105,,,2014,Primary Transit,Kepler-325,-0.171,0.87,1,,,5752,,
Kepler-325 d,,0.249,38.715185,0.22,,,2014,Primary Transit,Kepler-325,-0.171,0.87,1,,,5752,,
Kepler-326 b,,0.136,2.248329,0.032,,,2014,Primary Transit,Kepler-326,0.133,0.98,0.8,,,5105,,
Kepler-326 c,,0.125,4.580358,0.051,,,2014,Primary Transit,Kepler-326,0.133,0.98,0.8,,,5105,,
Kepler-326 d,,0.108,6.766888,0.066,,,2014,Primary Transit,Kepler-326,0.133,0.98,0.8,,,5105,,
Kepler-327 b,,0.099,2.549575,0.029,,,2014,Primary Transit,Kepler-327,-0.042,0.55,0.49,,,3799,,
Kepler-327 c,,0.092,5.212333,0.047,,,2014,Primary Transit,Kepler-327,-0.042,0.55,0.49,,,3799,,
Kepler-327 d,,0.154,13.969457,0.09,,,2014,Primary Transit,Kepler-327,-0.042,0.55,0.49,,,3799,,
Kepler-328 b,0.069,0.206,34.921,,,,2013,Primary Transit,Kepler-328,-0.186,0.98,0.97,,,5314,,
Kepler-328 c,0.1,0.483,71.312,,,,2013,Primary Transit,Kepler-328,-0.186,0.98,0.97,,,5314,,
Kepler-329 b,,0.125,7.416397,0.061,,,2014,Primary Transit,Kepler-329,-0.572,0.53,0.52,,,4257,,
Kepler-329 c,,0.172,18.684737,0.113,,,2014,Primary Transit,Kepler-329,-0.572,0.53,0.52,,,4257,,
Kepler-33 b,,0.16,5.66793,0.0677,,86.39,2012,Primary Transit,Kepler-33,,1.291,1.82,,4.27,5904,,
Kepler-33 c,,0.29,13.17562,0.1189,,88.19,2012,Primary Transit,Kepler-33,,1.291,1.82,,4.27,5904,,
Kepler-33 d,,0.48,21.77596,0.1662,,88.71,2012,Primary Transit,Kepler-33,,1.291,1.82,,4.27,5904,,
Kepler-33 e,,0.36,31.7844,0.2138,,88.94,2012,Primary Transit,Kepler-33,,1.291,1.82,,4.27,5904,,
Kepler-33 f,,0.4,41.02902,0.2535,,,2012,Primary Transit,Kepler-33,,1.291,1.82,,4.27,5904,,
Kepler-330 b,,0.12,8.25978,0.075,,,2014,Primary Transit,Kepler-330,-0.097,0.78,0.72,,,5117,,
Kepler-330 c,,0.174,15.955387,0.116,,,2014,Primary Transit,Kepler-330,-0.097,0.78,0.72,,,5117,,
Kepler-331 b,,0.162,8.457496,0.065,,,2014,Primary Transit,Kepler-331,-0.85,0.51,0.49,,,4347,,
Kepler-331 c,,0.164,17.28111,0.105,,,2014,Primary Transit,Kepler-331,-0.85,0.51,0.49,,,4347,,
Kepler-331 d,,0.146,32.134328,0.159,,,2014,Primary Transit,Kepler-331,-0.85,0.51,0.49,,,4347,,
Kepler-332 b,,0.104,7.626324,0.07,,,2014,Primary Transit,Kepler-332,0.05,0.8,0.72,,,4955,,
Kepler-332 c,,0.097,15.995622,0.114,,,2014,Primary Transit,Kepler-332,0.05,0.8,0.72,,,4955,,
Kepler-332 d,,0.105,34.21154,0.189,,,2014,Primary Transit,Kepler-332,0.05,0.8,0.72,,,4955,,
Kepler-333 b,,0.118,12.551158,0.087,,,2014,Primary Transit,Kepler-333,-0.472,0.54,0.53,,,4259,,
Kepler-333 c,,0.099,24.08821,0.135,,,2014,Primary Transit,Kepler-333,-0.472,0.54,0.53,,,4259,,
Kepler-334 b,,0.1,5.470319,0.061,,,2014,Primary Transit,Kepler-334,-0.074,1,1.07,,,5828,,
Kepler-334 c,,0.128,12.758005,0.107,,,2014,Primary Transit,Kepler-334,-0.074,1,1.07,,,5828,,
Kepler-334 d,,0.126,25.09849,0.168,,,2014,Primary Transit,Kepler-334,-0.074,1,1.07,,,5828,,
Kepler-335 b,,0.302,6.562331,0.075,,,2014,Primary Transit,Kepler-335,-0.106,0.99,1.85,,,5877,,
Kepler-335 c,,0.274,67.844469,0.356,,,2014,Primary Transit,Kepler-335,-0.106,0.99,1.85,,,5877,,
Kepler-336 b,,0.091,2.024823,0.033,,,2014,Primary Transit,Kepler-336,-0.401,0.89,1.3,,,5867,,
Kepler-336 c,,0.187,9.600001,0.092,,,2014,Primary Transit,Kepler-336,-0.401,0.89,1.3,,,5867,,
Kepler-336 d,,0.211,20.678772,0.154,,,2014,Primary Transit,Kepler-336,-0.401,0.89,1.3,,,5867,,
Kepler-337 b,,0.137,3.292781,0.045,,,2014,Primary Transit,Kepler-337,-0.131,0.96,1.76,,,5684,,
Kepler-337 c,,0.183,9.693201,0.093,,,2014,Primary Transit,Kepler-337,-0.131,0.96,1.76,,,5684,,
Kepler-338 b,0.0963,0.23,13.72699,0.117,0.04,,2014,Primary Transit,Kepler-338,-0.106,1.1,1.74,,,5923,,
Kepler-338 c,,0.221,24.31168,0.172,0.03,,2014,Primary Transit,Kepler-338,-0.106,1.1,1.74,,,5923,,
Kepler-338 d,,0.237,44.4287,0.257,0.03,,2014,Primary Transit,Kepler-338,-0.106,1.1,1.74,,,5923,,
Kepler-338 e,0.027,0.1416,9.34149,,0.05,,2014,TTV,Kepler-338,-0.106,1.1,1.74,,,5923,,
Kepler-339 b,,0.127,4.977656,0.055,,,2014,Primary Transit,Kepler-339,-0.237,0.84,0.8,,,5631,,
Kepler-339 c,,0.103,6.988055,0.069,,,2014,Primary Transit,Kepler-339,-0.237,0.84,0.8,,,5631,,
Kepler-339 d,,0.104,10.558345,0.091,,,2014,Primary Transit,Kepler-339,-0.237,0.84,0.8,,,5631,,
Kepler-34 (AB)  b,0.219928893,0.763673412,288.822,1.0896,0.182,90.355,2012,Primary Transit,Kepler-34 (AB),-0.07,2.0687,1.1,G,,5913,,
Kepler-340 b,,0.226,14.844387,0.134,,,2014,Primary Transit,Kepler-340,-0.094,2.11,1.85,,,6620,,
Kepler-340 c,,0.301,22.824669,0.178,,,2014,Primary Transit,Kepler-340,-0.094,2.11,1.85,,,6620,,
Kepler-341 b,,0.105,5.195528,0.06,,,2014,Primary Transit,Kepler-341,-0.139,0.94,1.02,,,6012,,
Kepler-341 c,,0.152,8.01041,0.08,,,2014,Primary Transit,Kepler-341,-0.139,0.94,1.02,,,6012,,
Kepler-341 d,,0.165,27.666313,0.182,,,2014,Primary Transit,Kepler-341,-0.139,0.94,1.02,,,6012,,
Kepler-341 e,,0.178,42.473269,0.242,,,2014,Primary Transit,Kepler-341,-0.139,0.94,1.02,,,6012,,
Kepler-342 b,,0.201,15.170318,0.128,,,2014,Primary Transit,Kepler-342,-0.053,1.13,1.47,,,6175,,
Kepler-342 c,,0.175,26.234138,0.185,,,2014,Primary Transit,Kepler-342,-0.053,1.13,1.47,,,6175,,
Kepler-342 d,,0.222,39.459357,0.242,,,2014,Primary Transit,Kepler-342,-0.053,1.13,1.47,,,6175,,
Kepler-342 e,,0.079,1.64422461,,,,2016,Primary Transit,Kepler-342,-0.053,1.13,1.47,,,6175,,
Kepler-343 b,,0.215,8.96855,0.088,,,2014,Primary Transit,Kepler-343,-0.138,1.04,1.43,,,5807,,
Kepler-343 c,,0.18,23.22182,0.167,,,2014,Primary Transit,Kepler-343,-0.138,1.04,1.43,,,5807,,
Kepler-344 b,,0.233,21.963945,0.153,,,2014,Primary Transit,Kepler-344,-0.097,0.9,0.98,,,5774,,
Kepler-344 c,,0.263,125.596809,0.488,,,2014,Primary Transit,Kepler-344,-0.097,0.9,0.98,,,5774,,
Kepler-345 b,,0.066,7.415563,0.066,,,2014,Primary Transit,Kepler-345,-0.266,0.59,0.62,,,4504,,
Kepler-345 c,,0.107,9.387427,0.077,,,2014,Primary Transit,Kepler-345,-0.266,0.59,0.62,,,4504,,
Kepler-346 b,,0.237,6.511127,0.071,,,2014,Primary Transit,Kepler-346,-0.031,0.97,1.02,,,6033,,
Kepler-346 c,,0.274,23.851549,0.168,,,2014,Primary Transit,Kepler-346,-0.031,0.97,1.02,,,6033,,
Kepler-347 b,,0.176,12.79836,0.11,,,2014,Primary Transit,Kepler-347,-0.068,1.04,1,,,6088,,
Kepler-347 c,,0.156,27.320871,0.183,,,2014,Primary Transit,Kepler-347,-0.068,1.04,1,,,6088,,
Kepler-348 b,,0.136,7.05677,0.076,,,2014,Primary Transit,Kepler-348,-0.039,1.15,1.36,,,6177,,
Kepler-348 c,,0.119,17.265427,0.138,,,2014,Primary Transit,Kepler-348,-0.039,1.15,1.36,,,6177,,
Kepler-349 b,,0.17,5.929778,0.065,,,2014,Primary Transit,Kepler-349,-0.091,0.97,0.93,,,5956,,
Kepler-349 c,,0.175,12.247629,0.105,,,2014,Primary Transit,Kepler-349,-0.091,0.97,0.93,,,5956,,
Kepler-35 (AB) b,0.126797344,0.727987738,131.458,0.60347,0.042,90.76,2012,Primary Transit,Kepler-35 (AB),-0.34,1.6971,1,G,,5606,,
Kepler-350 b,,0.165,11.189562,0.104,,,2014,Primary Transit,Kepler-350,-0.308,1.03,1.33,,,6215,,
Kepler-350 c,0.0176,0.277,17.849,,,,2013,Primary Transit,Kepler-350,-0.308,1.03,1.33,,,6215,,
Kepler-350 d,0.048,0.25,26.136,,,,2013,Primary Transit,Kepler-350,-0.308,1.03,1.33,,,6215,,
Kepler-351 b,,0.273,37.054919,0.214,,,2014,Primary Transit,Kepler-351,-0.134,0.89,0.85,,,5643,,
Kepler-351 c,,0.285,57.24809,0.287,,,2014,Primary Transit,Kepler-351,-0.134,0.89,0.85,,,5643,,
Kepler-351 d,,0.243,142.544247,,,,2016,Primary Transit,Kepler-351,-0.134,0.89,0.85,,,5643,,
Kepler-352 b,,0.077,10.05537,0.085,,,2014,Primary Transit,Kepler-352,-0.175,0.79,0.78,,,5212,,
Kepler-352 c,,0.111,16.332995,0.118,,,2014,Primary Transit,Kepler-352,-0.175,0.79,0.78,,,5212,,
Kepler-353 b,,0.079,5.795278,0.051,,,2014,Primary Transit,Kepler-353,-0.194,0.54,0.5,,,3903,,
Kepler-353 c,,0.123,8.410894,0.065,,,2014,Primary Transit,Kepler-353,-0.194,0.54,0.5,,,3903,,
Kepler-354 b,,0.164,5.47666,0.054,,,2014,Primary Transit,Kepler-354,-0.036,0.65,0.67,,,4648,,
Kepler-354 c,,0.117,16.934402,0.115,,,2014,Primary Transit,Kepler-354,-0.036,0.65,0.67,,,4648,,
Kepler-354 d,,0.111,24.209842,0.146,,,2014,Primary Transit,Kepler-354,-0.036,0.65,0.67,,,4648,,
Kepler-355 b,,0.13,11.03189,0.102,,,2014,Primary Transit,Kepler-355,-0.051,1.05,1.07,,,6184,,
Kepler-355 c,,0.242,25.762294,0.179,,,2014,Primary Transit,Kepler-355,-0.051,1.05,1.07,,,6184,,
Kepler-356 b,,0.14,4.612696,0.057,,,2014,Primary Transit,Kepler-356,-0.325,0.97,1.33,,,6133,,
Kepler-356 c,,0.161,13.121632,0.115,,,2014,Primary Transit,Kepler-356,-0.325,0.97,1.33,,,6133,,
Kepler-357 b,,0.164,6.475434,0.063,,,2014,Primary Transit,Kepler-357,0.051,0.78,0.83,,,5036,,
Kepler-357 c,,0.238,16.85837,0.12,,,2014,Primary Transit,Kepler-357,0.051,0.78,0.83,,,5036,,
Kepler-357 d,,0.306,49.499875,0.246,,,2014,Primary Transit,Kepler-357,0.051,0.78,0.83,,,5036,,
Kepler-358 b,,0.243,34.060467,0.21,,,2014,Primary Transit,Kepler-358,-0.027,0.95,0.95,,,5908,,
Kepler-358 c,,0.254,83.488369,0.381,,,2014,Primary Transit,Kepler-358,-0.027,0.95,0.95,,,5908,,
Kepler-359 b,,0.315,25.563222,0.178,,,2014,Primary Transit,Kepler-359,-0.039,1.07,1.09,,,6248,,
Kepler-359 c,,0.384,57.68802,0.307,,,2014,Primary Transit,Kepler-359,-0.039,1.07,1.09,,,6248,,
Kepler-359 d,,0.358,77.095691,0.372,,,2014,Primary Transit,Kepler-359,-0.039,1.07,1.09,,,6248,,
Kepler-36 b,0.014032659,0.132036992,13.83989,0.1153,,,2012,Primary Transit,Kepler-36,,1.113,1.66,,6.923,5900,,
Kepler-36 c,0.0254149,0.3282,16.23855,0.1283,,,2012,Primary Transit,Kepler-36,,1.113,1.66,,6.923,5900,,
Kepler-360 b,,0.147,3.289672,0.044,,,2014,Primary Transit,Kepler-360,-0.12,0.95,1.06,,,6053,,
Kepler-360 c,,0.187,7.186434,0.075,,,2014,Primary Transit,Kepler-360,-0.12,0.95,1.06,,,6053,,
Kepler-361 b,,0.129,8.486616,0.086,,,2014,Primary Transit,Kepler-361,-0.137,1.07,1.34,,,6169,,
Kepler-361 c,,0.225,55.188023,0.3,,,2014,Primary Transit,Kepler-361,-0.137,1.07,1.34,,,6169,,
Kepler-362 b,,0.079,10.327186,0.087,,,2014,Primary Transit,Kepler-362,-0.718,0.77,0.72,,,5788,,
Kepler-362 c,,0.129,37.866281,0.207,,,2014,Primary Transit,Kepler-362,-0.718,0.77,0.72,,,5788,,
Kepler-363 b,,0.103,3.614568,0.048,,,2014,Primary Transit,Kepler-363,0.299,1.23,1.49,,,5593,,
Kepler-363 c,,0.151,7.542427,0.079,,,2014,Primary Transit,Kepler-363,0.299,1.23,1.49,,,5593,,
Kepler-363 d,,0.183,11.932125,0.107,,,2014,Primary Transit,Kepler-363,0.299,1.23,1.49,,,5593,,
Kepler-364 b,,0.138,25.745718,0.178,,,2014,Primary Transit,Kepler-364,-0.026,1.2,1.28,,,6108,,
Kepler-364 c,,0.192,59.980627,0.312,,,2014,Primary Transit,Kepler-364,-0.026,1.2,1.28,,,6108,,
Kepler-365 b,,0.182,10.664903,0.098,,,2014,Primary Transit,Kepler-365,-0.046,0.99,1.05,,,6012,,
Kepler-365 c,,0.146,17.784129,0.137,,,2014,Primary Transit,Kepler-365,-0.046,0.99,1.05,,,6012,,
Kepler-366 b,,0.13,3.281959,0.045,,,2014,Primary Transit,Kepler-366,-0.081,1.05,1.05,,,6209,,
Kepler-366 c,,0.16,12.51616,0.11,,,2014,Primary Transit,Kepler-366,-0.081,1.05,1.05,,,6209,,
Kepler-367 b,,0.116,37.815724,0.201,,,2014,Primary Transit,Kepler-367,0.247,0.75,0.69,,,4710,,
Kepler-367 c,,0.107,53.578637,0.253,,,2014,Primary Transit,Kepler-367,0.247,0.75,0.69,,,4710,,
Kepler-368 b,,0.291,26.84768,0.186,,,2014,Primary Transit,Kepler-368,-0.489,0.71,2.02,,,5502,,
