rowid,Star name,planet letter,Method,No de planetas,Periodo dias,Semi eje,excentricidad,Inlcinacion,Masa sin (Mjup),Masa (Mjup),Masa (Mtierra),Radio (Rjup),Radio tierra,Densidad pl gr/cm^3,Año,Teff (K),Masa (Msol),Radio (Rsol),Tipo espectral,Densidad estr (gr/cm^3),Metalicidad,Razón de metalicidad,Edad estr
3103,Kepler-91,b,Transit,1,6.24658,0.0731,,69.68,0.81,0.81,257.4423,1.367,15.323,0.4,2013,4550,1.31,6.3,K3,,0.11,[Fe/H],
3104,Kepler-910,b,Transit,1,2.36436901,,,,,,,0.073,0.82,,2016,6230,1.26,1.5,,,0.12,[Fe/H],3.39
3105,Kepler-911,b,Transit,1,20.310501,,,,,,,0.232,2.6,,2016,6112,1.34,1.99,,,0.03,[Fe/H],3.55
3106,Kepler-912,b,Transit,1,2.53475627,,,,,,,0.25,2.8,,2016,5998,1.07,1.11,,,0.02,[Fe/H],3.16
3107,Kepler-913,b,Transit,1,10.29672521,,,,,,,0.184,2.06,,2016,4687,0.63,0.61,,,-0.52,[Fe/H],5.62
3108,Kepler-914,b,Transit,1,4.40966548,,,,,,,0.123,1.38,,2016,5877,1.1,1.15,,,0.22,[Fe/H],3.98
3109,Kepler-915,b,Transit,1,4.59489604,,,,,,,0.134,1.5,,2016,6173,1.21,1.38,,,0.08,[Fe/H],3.39
3110,Kepler-916,b,Transit,1,32.2968798,,,,,,,0.157,1.76,,2016,5248,0.85,0.81,,,-0.05,[Fe/H],4.79
3111,Kepler-917,b,Transit,1,2.97041437,,,,,,,0.17,1.91,,2016,5418,0.8,0.76,,,-0.38,[Fe/H],4.17
3112,Kepler-918,b,Transit,1,4.85386933,,,,,,,0.155,1.74,,2016,6028,1.11,1.14,,,0.06,[Fe/H],3.24
3113,Kepler-919,b,Transit,1,11.04603384,,,,,,,0.201,2.25,,2016,6113,1.15,1.21,,,0.07,[Fe/H],3.02
3114,Kepler-92,b,Transit,3,13.749,,,,0.202,0.202,64.3,0.313,3.51,,2013,5883,1.21,1.7,,,,,
3115,Kepler-92,c,Transit,3,26.723,,,,0.019,0.019,6.1,0.232,2.6,,2013,5883,1.21,1.7,,,,,
3116,Kepler-92,d,Transit,3,49.3568,,0.07,,,,,0.184,2.067,,2015,5883,1.21,1.7,,,,,
3117,Kepler-920,b,Transit,2,6.53192704,,,,,,,0.216,2.42,,2016,5403,0.89,0.85,,,0,[Fe/H],4.37
3118,Kepler-920,c,Transit,2,100.8274113,,,,,,,0.339,3.8,,2016,5403,0.89,0.85,,,0,[Fe/H],4.37
3119,Kepler-921,b,Transit,1,51.300634,,,,,,,0.256,2.87,,2016,5663,0.93,0.91,,,-0.12,[Fe/H],4.27
3120,Kepler-922,b,Transit,1,0.93846683,,,,,,,0.127,1.42,,2016,5671,0.95,0.93,,,-0.05,[Fe/H],4.37
3121,Kepler-923,b,Transit,1,6.93366476,,,,,,,0.123,1.38,,2016,5988,1.11,1.26,,,0.07,[Fe/H],4.68
3122,Kepler-924,b,Transit,1,61.0370117,,,,,,,0.274,3.07,,2016,6167,1.14,1.23,,,0.01,[Fe/H],3.09
3123,Kepler-925,b,Transit,1,33.8678531,,,,,,,0.209,2.34,,2016,4673,0.77,0.72,,,0.12,[Fe/H],2.57
3124,Kepler-926,b,Transit,1,52.0688601,,,,,,,0.206,2.31,,2016,5806,1.01,1.01,,,0.03,[Fe/H],4.37
3125,Kepler-927,b,Transit,1,9.1149903,,,,,,,0.153,1.72,,2016,5743,0.99,0.99,,,0.03,[Fe/H],4.37
3126,Kepler-928,b,Transit,1,3.9324613,,,,,,,0.142,1.59,,2016,4700,0.73,0.7,,,-0.11,[Fe/H],4.37
3127,Kepler-929,b,Transit,1,0.92103214,,,,,,,0.099,1.11,,2016,5869,1.01,1.02,,,-0.04,[Fe/H],3.47
3128,Kepler-93,b,Transit,2,4.72673978,0.053,0,89.183,0.01265,0.01265,4.02,0.132,1.478,6.88,2014,5669,0.91,0.92,,,-0.18,[Fe/H],6.6
3129,Kepler-93,c,Radial Velocity,2,1460,,,,3,3,954,,,,2014,5669,0.91,0.92,,,-0.18,[Fe/H],6.6
3130,Kepler-930,b,Transit,1,71.4517775,,,,,,,0.19,2.13,,2016,6335,1.25,1.4,,,0.04,[Fe/H],2.34
3131,Kepler-931,b,Transit,1,8.03755877,,,,,,,0.119,1.33,,2016,5241,0.86,0.81,,,-0.01,[Fe/H],4.68
3132,Kepler-932,b,Transit,1,1.9214374,,,,,,,0.122,1.37,,2016,5331,0.87,0.84,,,-0.01,[Fe/H],4.68
3133,Kepler-933,b,Transit,1,14.20443009,,,,,,,0.219,2.46,,2016,5346,0.87,0.84,,,-0.02,[Fe/H],4.68
3134,Kepler-934,b,Transit,1,55.6738309,,,,,,,0.186,2.09,,2016,5001,0.81,0.77,,,0.01,[Fe/H],4.47
3135,Kepler-935,b,Transit,1,4.88083852,,,,,,,0.12,1.35,,2016,4830,0.78,0.73,,,-0.01,[Fe/H],3.8
3136,Kepler-936,b,Transit,1,10.56134221,,,,,,,0.129,1.45,,2016,5482,0.92,0.89,,,0.05,[Fe/H],4.57
3137,Kepler-937,b,Transit,2,67.668827,,,,,,,0.332,3.72,,2016,6095,1.15,1.22,,,0.08,[Fe/H],3.24
3138,Kepler-937,c,Transit,2,153.343364,,,,,,,0.238,2.67,,2016,6095,1.15,1.22,,,0.08,[Fe/H],3.24
3139,Kepler-938,b,Transit,1,52.6298417,,,,,,,0.198,2.22,,2016,5533,0.92,0.89,,,-0.03,[Fe/H],4.27
3140,Kepler-939,b,Transit,1,14.878296,,,,,,,0.156,1.75,,2016,5471,0.88,0.85,,,-0.12,[Fe/H],4.47
3141,Kepler-94,b,Transit,2,2.50806,,,,0.034,0.034,10.84,0.313,3.51,1.45,2014,4781,0.81,0.76,,2.9,0.34,[Fe/H],1.41
3142,Kepler-94,c,Radial Velocity,2,820.3,,,,9.836,9.836,3126,,,,2014,4781,0.81,0.76,,2.9,0.34,[Fe/H],1.41
3143,Kepler-940,b,Transit,1,59.6225257,,,,,,,0.298,3.34,,2016,5769,0.97,0.96,,,-0.08,[Fe/H],3.63
3144,Kepler-941,b,Transit,1,17.42395198,,,,,,,0.275,3.08,,2016,5539,0.89,0.86,,,-0.15,[Fe/H],4.07
3145,Kepler-942,b,Transit,1,44.96417488,,,,,,,0.19,2.13,,2016,4861,0.81,0.75,,,0.09,[Fe/H],4.17
3146,Kepler-943,b,Transit,1,49.7701438,,,,,,,0.529,5.93,,2016,5612,0.93,0.91,,,-0.07,[Fe/H],4.27
3147,Kepler-944,b,Transit,1,43.3167737,,,,,,,0.235,2.63,,2016,5409,0.86,0.83,,,-0.11,[Fe/H],4.47
3148,Kepler-945,b,Transit,1,31.0033814,,,,,,,0.235,2.63,,2016,5718,0.97,0.97,,,-0.01,[Fe/H],4.47
3149,Kepler-946,b,Transit,1,11.79162572,,,,,,,0.172,1.93,,2016,5665,0.94,0.93,,,-0.09,[Fe/H],4.17
3150,Kepler-947,b,Transit,1,26.9644317,,,,,,,0.203,2.28,,2016,5508,0.9,0.87,,,-0.07,[Fe/H],4.27
3151,Kepler-948,b,Transit,1,7.76846622,,,,,,,0.165,1.85,,2016,5679,0.96,0.94,,,-0.02,[Fe/H],4.17
3152,Kepler-949,b,Transit,1,8.6893073,,,,,,,0.26,2.91,,2016,5403,0.89,0.86,,,0.01,[Fe/H],4.57
3153,Kepler-95,b,Transit,1,11.5231,,,,0.041,0.041,13,0.305,3.42,1.71,2014,5699,1.08,1.41,,0.54,0.3,[Fe/H],5.63
3154,Kepler-950,b,Transit,1,98.7180406,,,,,,,0.801,8.98,,2016,5857,1.02,1.02,,,0.02,[Fe/H],3.8
3155,Kepler-951,b,Transit,1,71.52530845,,,,,,,0.499,5.59,,2016,4834,0.77,0.73,,,-0.01,[Fe/H],4.27
3156,Kepler-952,b,Transit,1,130.3546919,,,,,,,0.682,7.65,,2016,5730,1,0.99,,,0.06,[Fe/H],4.27
3157,Kepler-953,b,Transit,2,88.40655258,,,,,,,0.376,4.21,,2016,5416,0.95,0.99,,,0.26,[Fe/H],8.71
3158,Kepler-953,c,Transit,2,9.10967112,,,,,,,0.106,1.19,,2016,5416,0.95,0.99,,,0.26,[Fe/H],8.71
3159,Kepler-954,b,Transit,1,16.78176602,,,,,,,0.207,2.32,,2016,4990,0.82,0.76,,,0.02,[Fe/H],3.39
3160,Kepler-955,b,Transit,1,14.53244172,,,,,,,0.279,3.13,,2016,5350,0.89,0.84,,,0.02,[Fe/H],4.37
3161,Kepler-956,b,Transit,1,5.24867263,,,,,,,0.268,3,,2016,6040,1.1,1.15,,,0.02,[Fe/H],3.47
3162,Kepler-957,b,Transit,1,5.90741354,,,,,,,0.491,5.5,,2016,4963,0.81,0.75,,,-0.01,[Fe/H],2.75
3163,Kepler-958,b,Transit,1,9.7678805,,,,,,,0.184,2.06,,2016,5421,0.91,0.86,,,0.01,[Fe/H],4.37
3164,Kepler-959,b,Transit,1,14.80074836,,,,,,,0.391,4.38,,2016,7005,1.6,2.01,,,0.02,[Fe/H],1.35
3165,Kepler-96,b,Transit,1,16.2385,,,,0.027,0.027,8.46,0.238,2.67,2.26,2014,5690,1,1.02,,1.54,0.04,[Fe/H],2.34
3166,Kepler-960,b,Transit,1,3.12686223,,,,,,,0.204,2.29,,2016,4755,0.77,0.72,,,0.02,[Fe/H],3.63
3167,Kepler-961,b,Transit,1,16.87727414,,,,,,,0.227,2.55,,2016,5582,0.96,0.9,,,0.05,[Fe/H],2.82
3168,Kepler-962,b,Transit,1,12.05707239,,,,,,,0.176,1.97,,2016,5478,0.93,0.86,,,0.01,[Fe/H],2.4
3169,Kepler-963,b,Transit,1,9.97683705,,,,,,,0.237,2.66,,2016,5461,0.91,0.87,,,-0.02,[Fe/H],4.07
3170,Kepler-964,b,Transit,1,13.5225106,,,,,,,0.189,2.12,,2016,5427,0.93,0.84,,,0.03,[Fe/H],1.91
3171,Kepler-965,b,Transit,1,134.2527298,,,,,,,0.302,3.38,,2016,5886,1.05,1.15,,,0.03,[Fe/H],5.5
3172,Kepler-966,b,Transit,1,99.747622,,,,,,,0.368,4.13,,2016,5840,1.02,1.02,,,0.04,[Fe/H],4.07
3173,Kepler-967,b,Transit,2,13.22713379,,,,,,,0.21,2.35,,2016,5178,0.84,0.8,,,-0.03,[Fe/H],5.89
3174,Kepler-967,c,Transit,2,198.7112502,,,,,,,0.326,3.65,,2016,5178,0.84,0.8,,,-0.03,[Fe/H],5.89
3175,Kepler-968,b,Transit,2,3.69298373,,,,,,,0.178,2,,2016,4598,0.76,0.7,,,0.13,[Fe/H],2.14
3176,Kepler-968,c,Transit,2,5.70940492,,,,,,,0.151,1.69,,2016,4598,0.76,0.7,,,0.13,[Fe/H],2.14
3177,Kepler-969,b,Transit,2,34.1731714,,,,,,,0.185,2.07,,2016,5214,0.92,0.82,,,0.22,[Fe/H],1.51
3178,Kepler-969,c,Transit,2,1.6829346,,,,,,,0.088,0.99,,2016,5214,0.92,0.82,,,0.22,[Fe/H],1.51
3179,Kepler-97,b,Transit,2,2.58664,,,,0.011,0.011,3.51,0.132,1.48,5.44,2014,5779,0.94,0.98,,1.53,-0.2,[Fe/H],8.42
3180,Kepler-97,c,Radial Velocity,2,789,,,,1.08,1.08,344,,,,2014,5779,0.94,0.98,,1.53,-0.2,[Fe/H],8.42
3181,Kepler-970,b,Transit,1,16.73652231,,,,,,,0.247,2.77,,2016,4511,0.7,0.67,,,-0.08,[Fe/H],4.68
3182,Kepler-971,b,Transit,1,9.59070716,,,,,,,0.19,2.13,,2016,5431,0.88,0.85,,,-0.06,[Fe/H],4.47
3183,Kepler-972,b,Transit,1,7.03932553,,,,,,,0.415,4.65,,2016,6146,1.15,1.22,,,0.04,[Fe/H],2.82
3184,Kepler-973,b,Transit,1,49.6077331,,,,,,,0.175,1.96,,2016,5213,0.86,0.78,,,-0.06,[Fe/H],2.29
3185,Kepler-974,b,Transit,1,4.19449651,,,,,,,0.14,1.57,,2016,3687,0.52,0.5,,,0.07,[Fe/H],4.37
3186,Kepler-975,b,Transit,1,1.97034246,,,,,,,0.132,1.48,,2016,4897,0.8,0.75,,,0.07,[Fe/H],3.89
3187,Kepler-976,b,Transit,1,105.9564148,,,,,,,0.353,3.96,,2016,5232,0.87,0.83,,,0.07,[Fe/H],4.68
3188,Kepler-977,b,Transit,1,26.85328322,,,,,,,0.234,2.62,,2016,5315,0.87,0.83,,,-0.01,[Fe/H],4.57
3189,Kepler-978,b,Transit,1,49.6221509,,,,,,,0.267,2.99,,2016,6002,1.07,1.09,,,-0.01,[Fe/H],3.63
3190,Kepler-979,b,Transit,1,8.0880135,,,,,,,0.243,2.72,,2016,5310,0.87,0.83,,,-0.02,[Fe/H],4.57
3191,Kepler-98,b,Transit,1,1.54168,,,,0.011,0.011,3.55,0.178,1.99,2.18,2014,5539,0.99,1.11,,1.12,0.18,[Fe/H],2.79
3192,Kepler-980,b,Transit,1,11.55102504,,,,,,,0.238,2.67,,2016,5935,1.05,1.06,,,0.01,[Fe/H],3.55
3193,Kepler-981,b,Transit,1,4.46975774,,,,,,,0.206,2.31,,2016,5718,0.98,0.96,,,0.01,[Fe/H],4.07
3194,Kepler-982,b,Transit,1,15.7738221,,,,,,,0.201,2.25,,2016,6139,1.16,1.29,,,0.05,[Fe/H],3.55
3195,Kepler-983,b,Transit,1,60.0855082,,,,,,,0.211,2.36,,2016,6052,1.13,1.08,,,0.12,[Fe/H],1.41
3196,Kepler-984,b,Transit,1,43.0342272,,,,,,,0.189,2.12,,2016,5610,0.96,0.93,,,0.04,[Fe/H],3.98
3197,Kepler-985,b,Transit,1,116.331901,,,,,,,0.266,2.98,,2016,5434,0.91,0.85,,,0,[Fe/H],3.39
3198,Kepler-986,b,Transit,1,56.4349938,,,,,,,0.211,2.36,,2016,5642,0.96,0.98,,,0.04,[Fe/H],6.17
3199,Kepler-987,b,Transit,1,105.3033148,,,,,,,0.291,3.26,,2016,5637,0.97,0.91,,,0.01,[Fe/H],2.45
3200,Kepler-988,b,Transit,1,17.76080053,,,,,,,0.185,2.07,,2016,4005,0.55,0.53,,,-0.32,[Fe/H],3.16
3201,Kepler-989,b,Transit,1,7.96431535,,,,,,,0.197,2.21,,2016,5074,0.82,0.78,,,0.01,[Fe/H],4.68
3202,Kepler-99,b,Transit,1,4.60358,,,,0.019,0.019,6.15,0.132,1.48,10.9,2014,4782,0.79,0.73,,2.86,0.18,[Fe/H],1.47
3203,Kepler-990,b,Transit,2,9.91723428,,,,,,,0.232,2.6,,2016,5948,1.05,1.08,,,0.01,[Fe/H],3.55
3204,Kepler-990,c,Transit,2,0.53835431,,,,,,,0.136,1.53,,2016,5948,1.05,1.08,,,0.01,[Fe/H],3.55
3205,Kepler-991,b,Transit,1,82.5342519,,,,,,,0.227,2.54,,2016,4392,0.64,0.61,,,-0.25,[Fe/H],3.47
3206,Kepler-992,b,Transit,1,20.16034462,,,,,,,0.145,1.62,,2016,4944,0.8,0.74,,,-0.04,[Fe/H],3.02
3207,Kepler-993,b,Transit,1,22.08557563,,,,,,,0.265,2.97,,2016,3843,0.57,0.54,,,0.03,[Fe/H],3.89
3208,Kepler-994,b,Transit,1,1.15116651,,,,,,,0.143,1.6,,2016,3934,0.56,0.54,,,-0.13,[Fe/H],3.24
3209,Kepler-995,b,Transit,1,28.26731672,,,,,,,0.241,2.7,,2016,5206,0.83,0.8,,,-0.07,[Fe/H],5.01
3210,Kepler-996,b,Transit,1,3.77059058,,,,,,,0.177,1.98,,2016,6014,1.09,1.14,,,0.03,[Fe/H],3.63
3211,Kepler-997,b,Transit,1,2.70730672,,,,,,,0.121,1.36,,2016,6150,1.22,1.56,,,0.05,[Fe/H],3.63
3212,Kepler-998,b,Transit,1,5.65377733,,,,,,,0.207,2.32,,2016,6058,1.12,1.18,,,0.07,[Fe/H],3.31
3213,Kepler-999,b,Transit,1,5.99185702,,,,,,,0.209,2.34,,2016,6237,1.29,1.65,,,0.05,[Fe/H],3.09
3214,LHS 1140,b,Transit,1,24.73712,0.0875,0.29,89.912,0.02092,0.02092,6.65,0.128,1.43,12.5,2017,3131,0.15,0.19,M4.5 V,,-0.24,[Fe/H],5
3215,LkCa 15,b,Imaging,2,,14.7,,50,,,,,,,2015,,,,,,,,
3216,LkCa 15,c,Imaging,2,,18.6,,50,,,,,,,2015,,,,,,,,
3217,Lupus-TR-3,b,Transit,1,3.91405,0.0464,0,88.3,0.81,0.81,257.431,0.89,9.976,1.4,2007,5000,0.87,0.82,,,,,
3218,MOA 2007-BLG-192L,b,Microlensing,1,,0.62,,,0.01,0.01,3.3,,,,2008,,0.06,,,,,,
3219,MOA 2007-BLG-400L,b,Microlensing,1,,0.72,,,0.83,0.83,263.79,,,,2008,,0.3,,,,,,
3220,MOA 2008-BLG-310L,b,Microlensing,1,,1.25,,,0.23,0.23,74,,,,2009,,0.67,,,,,,
3221,MOA 2008-BLG-379L,b,Microlensing,1,,3.3,,,4.1,4.1,1303,,,,2013,,0.56,,K,,,,
3222,MOA 2009-BLG-266L,b,Microlensing,1,2774,3.2,,,0.033,0.033,10.4,,,,2011,,0.56,,,,,,
3223,MOA 2009-BLG-319L,b,Microlensing,1,,2.4,,,0.16,0.16,50,,,,2010,,0.38,,,,,,
3224,MOA 2009-BLG-387L,b,Microlensing,1,1982,1.82,,52,2.56,2.56,813.6448,,,,2010,,0.19,,,,,,
3225,MOA 2010-BLG-073L,b,Microlensing,1,,1.21,,,11,11,3496,,,,2012,,0.16,,,,,,
3226,MOA 2010-BLG-328L,b,Microlensing,1,,0.92,,,0.02895,0.02895,9.2,,,,2013,,0.11,,,,,,
3227,MOA 2010-BLG-353L,b,Microlensing,1,,1.72,,,0.27,0.27,85.8141,,,,2015,,0.18,,,,,,
3228,MOA 2010-BLG-477L,b,Microlensing,1,,2,,,1.5,1.5,476.7,,,,2012,5950,0.67,,,,,,
3229,MOA 2011-BLG-028L,b,Microlensing,1,,4.14,,,0.09439,0.09439,30,,,,2016,,0.75,,,,,,
3230,MOA 2011-BLG-262L,b,Microlensing,1,,0.84,,,0.05663,0.05663,18,,,,2014,,0.12,,,,,,
3231,MOA 2011-BLG-293L,b,Microlensing,1,,1.1,,,4.8,4.8,1525.5,,,,2012,,0.86,,,,,,
3232,MOA 2011-BLG-322L,b,Microlensing,1,,4.3,,,11.6,11.6,3686.7,,,,2013,,0.39,,,,,,
3233,MOA 2013-BLG-605L,b,Microlensing,1,,0.94,,,0.01007,0.01007,3.2,,,,2016,,0.03,,,,,,
3234,MOA 2016-BLG-227L,b,Microlensing,1,,1.67,,,2.8,2.8,889.924,,,,2017,,0.29,,,,,,
3235,MOA-2012-BLG-505L,b,Microlensing,1,,0.9,,,0.02108,0.02108,6.7,,,,2017,,0.1,,,,,,
3236,MOA-bin-1L,b,Microlensing,1,,8.3,,,3.7,3.7,1175.9,,,,2012,,0.75,,,,,,
3237,NGC 2682 Sand 364,b,Radial Velocity,1,121.71,,0.35,,1.54,,,,,,2014,4284,1.35,21.8,K3 III,,-0.02,[Fe/H],4.15
3238,NGC 2682 Sand 978,b,Radial Velocity,1,511.21,,0.16,,2.18,,,,,,2017,4200,1.37,,K4 III,,,,
3239,NGC 2682 YBP 1194,b,Radial Velocity,1,6.959,,0.3,,0.32,,,,,,2014,5780,1.01,,G5 V,,,,
3240,NGC 2682 YBP 1514,b,Radial Velocity,1,5.118,,0.28,,0.4,,,,,,2014,5725,0.96,,G5 V,,,,
3241,NGC 2682 YBP 401,b,Radial Velocity,1,4.087,,0.15,,0.46,,,,,,2016,6165,1.14,,F9 V,,,,
3242,NGC 4349 127,b,Radial Velocity,1,677.8,2.38,0.19,,19.8,,,,,,2007,,3.9,,,,-0.12,[Fe/H],0.2
3243,NN Ser,c,Eclipse Timing Variations,2,5573.55,5.35,0.08,,7.33,7.33,2329.6,,,,2010,57000,0.54,,WD,,,,
3244,NN Ser,d,Eclipse Timing Variations,2,2883.5,3.43,0.19,,2.3,2.3,731,,,,2010,57000,0.54,,WD,,,,
3245,NY Vir,b,Eclipse Timing Variations,1,2985.7,,0.44,,2.78,,,,,,2011,,,,,,,,
3246,OGLE 2003-BLG-235L,b,Microlensing,1,,4.3,,,2.6,2.6,826.358,,,,2004,,0.63,,K V,,,,
3247,OGLE 2005-BLG-169L,b,Microlensing,1,,3.5,,,0.04436,0.04436,14.1,,,,2006,,0.69,,K5,,,,
3248,OGLE 2005-BLG-390L,b,Microlensing,1,3285,2.6,,,0.017,0.017,5.5,,,,2005,,0.22,,,,,,
3249,OGLE 2005-BLG-71L,b,Microlensing,1,,3.6,,,3.8,3.8,1207.7,,,,2005,,0.46,,,,,,
3250,OGLE 2006-BLG-109L,b,Microlensing,2,1788.5,2.3,,,0.73,0.73,231,,,,2008,,0.51,,,,,,
3251,OGLE 2006-BLG-109L,c,Microlensing,2,4927.5,4.5,0.15,64,0.27,0.27,86,,,,2008,,0.51,,,,,,
3252,OGLE 2007-BLG-349L A,c,Microlensing,1,2557,2.59,,,0.25171,0.25171,80,,,,2016,,0.41,,M,,,,
3253,OGLE 2007-BLG-368L,b,Microlensing,1,,3.3,,,0.06,0.06,20,,,,2009,,0.64,,,,,,
3254,OGLE 2008-BLG-355L,b,Microlensing,1,,1.7,,,4.6,4.6,1462,,,,2014,,0.37,,,,,,
3255,OGLE 2008-BLG-92L,b,Microlensing,1,,18,,,0.18,0.18,56.6,,,,2014,,0.71,,,,,,
3256,OGLE 2011-BLG-251L,b,Microlensing,1,,2.72,,,0.53,0.53,168.44,,,,2012,,0.26,,M,,,,
3257,OGLE 2011-BLG-265L,b,Microlensing,1,,1.89,,,0.88,0.88,279.68,,,,2015,,0.21,,,,,,
3258,OGLE 2012-BLG-0563L,b,Microlensing,1,,0.9,,,0.39,0.39,123,,,,2015,,0.34,,,,,,
3259,OGLE 2012-BLG-0724L,b,Microlensing,1,,1.6,,,0.47,0.47,149.3801,,,,2016,,0.29,,M V,,,,
3260,OGLE 2012-BLG-26L,b,Microlensing,2,,4,,,0.145,0.145,46.08535,,,,2012,,1.06,,G5 V,,,,5
3261,OGLE 2012-BLG-26L,c,Microlensing,2,,4.8,,,0.86,0.86,273.3338,,,,2012,,1.06,,G5 V,,,,5
3262,OGLE 2012-BLG-358L,b,Microlensing,1,,0.87,,,1.85,1.85,587.96,,,,2013,,0.02,,,,,,
3263,OGLE 2012-BLG-406L,b,Microlensing,1,,3.45,,,2.73,2.73,867.64,,,,2013,,0.44,,,,,,
3264,OGLE 2013-BLG-102L,b,Microlensing,1,,0.8,,,12.569,12.569,3994.486,,,,2014,,0.1,,,,,,
3265,OGLE 2013-BLG-341L B,b,Microlensing,1,,0.883,,,0.0073,0.0073,2.32,,,,2014,,0.15,,,,,,
3266,OGLE 2014-BLG-0676L,b,Microlensing,1,,4.4,,,3.09,3.09,982.0947,,,,2016,,0.62,,,,,,
3267,OGLE 2014-BLG-124L,b,Microlensing,1,,3.11,,,0.51,0.51,162.09,,,,2015,,0.71,,,,,,
3268,OGLE 2015-BLG-0051L,b,Microlensing,1,,0.73,,,0.72,0.72,228.8376,,,,2016,,0.1,,,,,,
3269,OGLE 2015-BLG-0954L,b,Microlensing,1,,1.2,,,3.9,3.9,1239.537,,,,2016,,0.33,,,,,,
3270,OGLE 2015-BLG-0966L,b,Microlensing,1,,2.1,,,0.06607,0.06607,21,,,,2016,,0.38,,,,,,
3271,OGLE-2012-BLG-0950L,b,Microlensing,1,,2.7,,,0.11012,0.11012,35,,,,2016,,0.56,,M V,,,,
3272,OGLE-2014-BLG-1760,b,Microlensing,1,,1.75,,,0.56,0.56,177.9848,,,,2016,,0.51,,,,,,
3273,OGLE-2016-BLG-1195L,b,Microlensing,1,,1.16,,,0.0045,0.0045,1.43,,,,2017,,0.08,,,,,,
3274,OGLE-TR-056,b,Transit,1,1.2119189,0.02383,,77.6,1.39,1.39,441.77,1.363,15.278,0.68,2002,6050,1.23,1.36,F8 V,,,,
3275,OGLE-TR-10,b,Transit,1,3.101278,0.0434,,90,0.62,0.62,197.046,1.25,14.011,0.4,2004,5950,1.14,1.17,G2 V,,,,
3276,OGLE-TR-111,b,Transit,1,4.0144463,0.0473,,88.3,,,,1.019,11.422,,2004,5040,0.85,0.83,K2 V,,,,
3277,OGLE-TR-113,b,Transit,1,1.4324752,0.02289,,87.8,1.26,1.26,400.449,1.093,12.251,1.2,2004,4790,0.78,0.77,K4 V,,,,
3278,OGLE-TR-132,b,Transit,1,1.689868,0.03035,,83.4,1.18,1.18,375.02,1.2,13.45,0.85,2004,6210,1.3,1.32,F5 V,0.72,0.37,[Fe/H],1.2
3279,OGLE-TR-182,b,Transit,1,3.9791,0.051,0,85.7,1.01,1.01,320.995,1.13,12.666,,2007,5924,1.14,1.14,,,,,
3280,OGLE-TR-211,b,Transit,1,3.67724,0.051,0,87.2,1.03,1.03,327.351,1.36,15.244,,2007,6325,1.33,1.64,,,,,
3281,OGLE2-TR-L9,b,Transit,1,2.4855335,0.0308,,79.8,4.5,4.5,1430.175,1.61,18.046,,2008,6933,1.52,1.53,,,,,
3282,Oph 11,b,Imaging,1,7300000,243,,,14,14,4449.62,,,,2006,2375,0.02,,M9,,,,5
3283,PH1,b,Transit,1,138.317,0.652,0.0702,90.05,0.531,0.531,169,0.551,6.18,,2012,6407,1.53,1.73,F,0.293,0.21,[Fe/H],2
3284,PH2,b,Transit,1,282.5255,0.828,0.41,89.83,,,,0.903,10.12,,2013,5629,0.94,1,,1.3,-0.078,[Fe/H],
3285,POTS-1,b,Transit,1,3.1606296,0.03734,,88.06,2.31,2.31,734.16,0.941,10.548,,2013,4400,0.69,0.59,K5 V,4.814,-0.03,[Fe/H],
3286,PSR B1257+12,b,Pulsar Timing,3,25.262,0.19,0,,0.00006,0.00006,0.02,,,,1994,,,,,,,,3
3287,PSR B1257+12,c,Pulsar Timing,3,66.5419,0.36,0.0186,,0.01353,0.01353,4.3,,,,1992,,,,,,,,3
3288,PSR B1257+12,d,Pulsar Timing,3,98.2114,0.46,,,0.01227,0.01227,3.9,,,,1992,,,,,,,,3
3289,PSR B1620-26,b,Pulsar Timing,1,,23,,,2.5,2.5,794.575,,,,2003,,1.35,,,,,,
3290,PSR J1719-1438,b,Pulsar Timing,1,0.09070629,0.0044,0.06,,1.2,1.2,382.8,,,23,2011,4500,1.4,0.04,,,,,12.5
3291,Pr0201,b,Radial Velocity,1,4.4264,,0,,0.54,,,,,,2012,6174,1.23,1.17,,,,,
3292,Pr0211,b,Radial Velocity,2,2.1461,0.03176,0.011,,1.88,,,,,,2012,5300,0.94,0.83,,,0.18,[Fe/H],0.578
3293,Pr0211,c,Radial Velocity,2,4850,5.5,0.71,,7.79,,,,,,2016,5300,0.94,0.83,,,0.18,[Fe/H],0.578
3294,Proxima Cen,b,Radial Velocity,1,11.186,0.0485,0.35,,0.004,,,,,,2016,3050,0.12,0.14,M5.5 V,,,,
3295,Qatar-1,b,Transit,1,1.4200242,0.02332,0,84.08,1.294,1.294,411.27202,1.143,12.812,1.076,2010,5013,0.84,0.8,,2.286,0.171,[Fe/H],
3296,Qatar-2,b,Transit,1,1.33711647,0.02153,0,86.12,2.494,2.494,792.635,1.254,14.056,1.573,2011,4645,0.74,0.78,,2.241,0.02,[m/H],5
3297,Qatar-3,b,Transit,1,2.5079204,0.03783,0,86.8,4.31,4.31,1369.8473,1.096,12.285,4,2017,6007,1.15,1.27,G0 V,0.78,-0.041,[Fe/H],0.31
3298,Qatar-4,b,Transit,1,1.8053564,0.02803,0,87.5,6.1,6.1,1938.763,1.135,12.722,5.1,2017,5215,0.9,0.85,K1 V,2.07,0.103,[Fe/H],0.17
