NAME,Semi-eje (UA),Masa pl (Mjup),Rpl (R jup),Densidad pl (gr/cm^3),Periodo (dias),excentricidad,I deg,Año,Nombre estr,Masa estr (Msol),Radio estr (Rsol),Teff,Densidad estr g/cm^3,Metalicidad,Metodo
HD 128311 c,1.74533,3.24848,,,923.8,0.23,,2005,HD 128311,0.828,0.58322,4965.42,,0.204777,RV
HD 130322 b,0.0896052,1.04309,,,10.7085,0.011,,2000,HD 130322,0.836,0.986573,5308.11,,0.00632988,RV
HD 131496 b,2.1121,2.24115,,,883,0.163,,2011,HD 131496,1.61,4.56407,4927,,0.25,RV
HD 131664 b,3.17098,18.3282,,,1951,0.638,,2009,HD 131664,1.1,1.06217,5886,,0.32,RV
HD 13189 b,1.25186,7.12332,,,471.6,0.27,,2005,HD 13189,1.17,32.3233,4337,,-0.39,RV
HD 132406 b,1.98227,5.60495,,,974,0.34,,2007,HD 132406,1.09,,5885,,0.18,RV
HD 132563 B b,2.62431,1.49247,,,1544,0.22,,2011,HD 132563 B,1.01,,5985,,-0.19,RV
HD 134987 b,0.807929,1.56347,,,258.18,0.233,,2000,HD 134987,1.054,1.16572,5749.68,,0.279202,RV
HD 134987 c,5.82513,0.804926,,,5000,0.12,,2000,HD 134987,1.054,1.16572,5749.68,,0.279202,RV
HD 136118 b,2.33328,11.6809,,,1187.3,0.338,,2002,HD 136118,1.191,1.75082,6097.41,,-0.0502233,RV
HD 136418 b,1.29111,1.9935,,,464.3,0.255,,2010,HD 136418,1.33,3.83357,4972,,-0.07,RV
HD 137388 b,0.88883,0.227816,,,330,0.36,,2011,HD 137388,0.86,0.97784,5240,,0.18,RV
HD 13908 b,0.153755,0.865,,,19.382,0.046,,2013,HD 13908,1.29,1.67,6255,,0.01,RV
HD 13908 c,2.03386,5.13,,,931,0.12,,2013,HD 13908,1.29,1.67,6255,,0.01,RV
HD 13931 b,5.14931,1.88123,,,4218,0.02,,2010,HD 13931,1.022,1.22417,5829,,0.03,RV
HD 139357 b,2.34618,10.0754,,,1125.7,0.1,,2009,HD 139357,1.35,7.76389,4700,,-0.13,RV
HD 141937 b,1.50087,9.4752,,,653.21997,0.41,,2002,HD 141937,1.048,1.06384,5846.82,,0.128642,RV
HD 142 b,1.04292,1.3057,,,350.3,0.26,,2002,HD 142,1.232,1.5121,6248.6,,0.0997966,RV
HD 142022 b,2.93163,4.46762,,,1928,0.53,,2006,HD 142022,0.9,1.09856,5499,,0.19,RV
HD 142245 b,2.77628,1.89038,,,1299,0,,2011,HD 142245,1.69,4.51552,4878,,0.23,RV
HD 142415 b,1.06061,1.66194,,,386.29999,0.5,,2004,HD 142415,1.065,1.11902,5901.98,,0.0880335,RV
HD 143361 b,2.03474,3.03499,,,1086,0.18,,2009,HD 143361,0.95,,,,0.29,RV
HD 145377 b,0.450064,5.78201,,,103.95,0.307,,2009,HD 145377,1.12,1.00052,6046,,0.12,RV
HD 145457 b,0.762504,2.97219,,,176.3,0.112,,2010,HD 145457,1.9,9.54834,4757,,-0.14,RV
HD 1461 b,0.0635202,0.0240044,,,5.7727,0.14,,2010,HD 1461,1.026,1.12553,5765,,0.18,RV
HD 147018 b,0.238855,2.12711,,,44.236,0.4686,,2010,HD 147018,0.927,1.05268,5441,,0.1,RV
HD 147018 c,1.92274,6.59355,,,1008,0.133,,2010,HD 147018,0.927,1.05268,5441,,0.1,RV
HD 147513 b,1.30958,1.17965,,,528.40002,0.26,,2004,HD 147513,1.072,0.850084,5929.74,,0.0891888,RV
HD 148156 b,2.12913,0.847612,,,1027,0.52,,2010,HD 148156,1.22,0.965665,6308,,0.29,RV
HD 148427 b,1.03886,1.14357,,,331.5,0.16,,2009,HD 148427,1.36,3.92268,4962,,0.03,RV
HD 149026 b,0.0431325,0.361471,0.654,1.59,2.8758911,0,84.55,2005,HD 149026,1.294,1.368,6160,0.3451,0.36,RV
HD 149143 b,0.0530508,1.32811,,,4.072,0.016,,2006,HD 149143,1.2,1.71219,5884,,0.26,RV
HD 1502 b,1.27206,2.9072,,,431.8,0.101,,2011,HD 1502,1.47,4.48335,4984,,-0.04,RV
HD 152581 b,1.48938,1.51375,,,689,0,,2011,HD 152581,0.927,3.809,5155,,-0.46,RV
HD 153950 b,1.28031,2.74209,,,499.4,0.34,,2009,HD 153950,1.12,1.15135,6076,,-0.01,RV
HD 154345 b,4.21377,0.956901,,,3341.5588,0.044,,2007,HD 154345,0.893,1,5468.12,,-0.104944,RV
HD 154672 b,0.598618,5.00638,,,163.94,0.61,,2008,HD 154672,1.06,1.31501,5714,,0.26,RV
HD 154857 b,1.2912,2.24797,,,408.6,0.46,,2004,HD 154857,1.718,1.86203,5605,,-0.22,RV
HD 154857 c,5.35635,2.57917,,,3452,0.06,,2007,HD 154857,1.718,1.86203,5605,,-0.22,RV
HD 155233 b,2.06593,1.99403,,,885,0.03,,2016,HD 155233,1.5,5.03,4345,,0.1,RV
HD 155358 b,0.626938,0.819484,,,194.3,0.17,,2007,HD 155358,0.87,1.49875,5760,,-0.68,RV
HD 155358 c,1.00082,0.807031,,,391.9,0.16,,2007,HD 155358,0.87,1.49875,5760,,-0.68,RV
HD 156279 b,0.494507,9.7848,,,131.05,0.708,,2012,HD 156279,0.93,0.958138,5453,,0.14,RV
HD 156411 b,1.87545,0.732711,,,842.2,0.22,,2010,HD 156411,1.24,1.85525,5910,,-0.11,RV
HD 156668 b,0.0499846,0.0130582,,,4.6455,0,,2011,HD 156668,0.772,0.728691,4850,,0.05,RV
HD 156846 b,1.11751,11.0076,,,359.51001,0.8472,,2008,HD 156846,1.43,1.58242,6138,,0.22,RV
HD 158038 b,1.49788,1.79425,,,521,0.291,,2011,HD 158038,1.65,5.30151,4897,,0.28,RV
HD 159243 b,0.110366,1.13,,,12.62,0.02,,2013,HD 159243,1.125,1.12,6123,,0.05,RV
HD 159243 c,0.804743,1.9,,,248.4,0.075,,2013,HD 159243,1.125,1.12,6123,,0.05,RV
HD 159868 b,2.29553,2.20004,,,1178.4,0.01,,2007,HD 159868,1.16,1.84825,5558,,-0.08,RV
HD 159868 c,1.02595,0.73,,,352.3,0.15,,2012,HD 159868,1.16,1.84825,5558,,-0.08,RV
HD 1605 b,1.48605,0.96903,,,577.9,0.078,,2015,HD 1605,1.31,3.8,4757,,0.21,RV
HD 1605 c,3.52689,3.50295,,,2111,0.098,,2015,HD 1605,1.31,3.8,4757,,0.21,RV
HD 16141 b,0.355656,0.249652,,,75.523,0.252,,2000,HD 16141,1.052,2.05,5793.95,,0.170315,RV
HD 16175 b,2.1185,4.37946,,,990,0.6,,2009,HD 16175,1.29,1.19707,6080,,0.39,RV
HD 162020 b,0.0756944,15.2138,,,8.428198,0.277,,2002,HD 162020,0.8,0.526361,4844.67,,0.112024,RV
HD 163607 b,0.359201,0.768857,,,75.29,0.73,,2012,HD 163607,1.09,1.69594,5543,,0.21,RV
HD 163607 c,2.41789,2.2924,,,1314,0.12,,2012,HD 163607,1.09,1.69594,5543,,0.21,RV
HD 16417 b,0.135435,0.0669595,,,17.24,0.2,,2009,HD 16417,1.115,1.45645,5817,,0.07,RV
HD 164509 b,0.877542,0.480333,,,282.4,0.26,,2012,HD 164509,1.13,1.05601,5922,,0.21,RV
HD 164604 b,1.30299,2.6885,,,606.4,0.24,,2010,HD 164604,0.8,,,,-0.18,RV
HD 164922 b,2.10091,0.357927,,,1155,0.05,,2006,HD 164922,0.927,0.899472,5385.36,,0.170081,RV
HD 1666 b,0.937147,6.47072,,,270,0.63,,2015,HD 1666,1.5,1.93,6317,,0.37,RV
HD 167042 b,1.29371,1.63682,,,420.77,0.089,,2008,HD 167042,1.63,4.21565,5028,,0.03,RV
HD 16760 b,1.08727,13.2921,,,465.1,0.067,,2009,HD 16760,0.78,0.909718,5620,,-0.02,RV
HD 168443 b,0.29385,7.69745,,,58.11247,0.52883,,1999,HD 168443,0.995,1.58859,5491,,0.04,RV
HD 168443 c,2.85281,17.3857,,,1749.83,0.2113,,2001,HD 168443,0.995,1.58859,5491,,0.04,RV
HD 168746 b,0.0655505,0.245103,,,6.404,0.107,,2002,HD 168746,0.916,0.888361,5563.62,,-0.0775105,RV
HD 1690 b,1.36191,6.52644,,,533,0.64,,2011,HD 1690,1.18,21.1524,4364,,-0.29,RV
HD 169830 b,0.813279,2.88946,,,225.62,0.31,,2001,HD 169830,1.407,1.80318,6221.43,,0.152981,RV
HD 169830 c,3.60184,4.06407,,,2102,0.33,,2004,HD 169830,1.407,1.80318,6221.43,,0.152981,RV
HD 170469 b,2.23538,0.668676,,,1145,0.11,,2007,HD 170469,1.136,1.22117,5810,,0.3,RV
HD 17092 b,1.30798,4.96206,,,359.89999,0.166,,2007,HD 17092,2.3,11.8,4650,,0.18,RV
HD 171028 b,1.31895,1.98809,,,550,0.59,,2007,HD 171028,1.01,2.14418,5671,,-0.48,RV
HD 171238 b,2.54268,2.60901,,,1523,0.4,,2010,HD 171238,0.943,1.05059,5467,,0.17,RV
HD 17156 b,0.163197,3.30275,1.02,3.78,21.21663,0.6819,87.816,2007,HD 17156,1.285,1.507,6079,0.5301,0.24,RV
HD 173416 b,1.16272,2.71808,,,323.6,0.21,,2009,HD 173416,2,14.3919,4683,,-0.22,RV
HD 175167 b,2.40085,7.77836,,,1290,0.54,,2010,HD 175167,1.102,,,,0.19,RV
HD 175541 b,0.961227,0.52763,,,297.3,0.33,,2007,HD 175541,1.34,3.07498,5111,,-0.11,RV
HD 177830 b,1.13872,1.31967,,,410.1,0.096,,2000,HD 177830,1.17,3.99397,4752,,0.3,RV
HD 178911 B b,0.344904,7.29127,,,71.484,0.114,,2002,HD 178911 B,1.06421,0.894377,5667.87,,0.284922,RV
HD 179079 b,0.119635,0.0837774,,,14.476,0.115,,2009,HD 179079,1.09,1.33814,5724,,0.29,RV
HD 179949 b,0.0439208,0.902075,,,3.092514,0.022,,2001,HD 179949,1.181,1.22645,6168.3,,0.136947,RV
HD 180314 b,1.45528,22.6261,,,396.03,0.257,,2010,HD 180314,2.6,7.38571,4917,,0.2,RV
HD 180902 b,1.38103,1.56395,,,479,0.09,,2010,HD 180902,1.53,3.85021,5040,,0.01,RV
HD 181342 b,1.777,3.14944,,,663,0.177,,2010,HD 181342,1.7,4.76324,4965,,0.15,RV
HD 181433 b,0.0800943,0.0237331,,,9.3743,0.396,,2009,HD 181433,0.78,1.00831,4962,,0.33,RV
HD 181433 c,1.75604,0.640416,,,962,0.28,,2009,HD 181433,0.78,1.00831,4962,,0.33,RV
HD 181433 d,3.02208,0.535482,,,2172,0.48,,2009,HD 181433,0.78,1.00831,4962,,0.33,RV
HD 181720 b,1.84741,0.37199,,,956,0.26,,2010,HD 181720,0.92,1.2465,5781,,-0.53,RV
HD 183263 b,1.49006,3.57445,,,626.516,0.35672,,2005,HD 183263,1.121,1.11717,5936.41,,0.301955,RV
HD 183263 c,4.29488,3.47646,,,3066,0.23873,,2009,HD 183263,1.121,1.11717,5936.41,,0.301955,RV
HD 185269 b,0.0765701,0.954212,,,6.8378503,0.295952,,2006,HD 185269,1.28,2.59,5980,,-0.025,RV
HD 187085 b,2.02754,0.803694,,,986,0.47,,2006,HD 187085,1.143,1.31178,6075.15,,0.0882322,RV
HD 187123 b,0.042091,0.510056,,,3.0965828,0.0102736,,1998,HD 187123,1.037,1.14277,5814.99,,0.121412,RV
HD 187123 c,4.83146,1.9422,,,3805.6705,0.252086,,2000,HD 187123,1.037,1.14277,5814.99,,0.121412,RV
HD 18742 b,1.97816,2.8638,,,772,0.12,,2011,HD 18742,1.73,5.60612,5016,,-0.15,RV
HD 188015 b,1.19018,1.46957,,,461.2,0.137,,2005,HD 188015,1.056,1.03281,5745.68,,0.288779,RV
HD 189733 b,0.0309953,1.1436,1.138,0.963,2.21857567,0,85.71,2005,HD 189733,0.806,0.756,5040,1.907,-0.03,RV
HD 190228 b,2.60478,5.94193,,,1136.1,0.531,,2003,HD 190228,1.821,1.73503,5347.98,,-0.180288,RV
HD 190360 b,3.97285,1.53512,,,2915.0369,0.313105,,2003,HD 190360,0.983,1.07528,5551.63,,0.212773,RV
HD 190360 c,0.129216,0.0589738,,,17.111027,0.23747,,2005,HD 190360,0.983,1.07528,5551.63,,0.212773,RV
HD 190647 b,2.07238,1.90296,,,1038.1,0.18,,2007,HD 190647,1.1,1.42287,5628,,0.24,RV
HD 192263 b,0.152945,0.639382,,,24.3556,0.055,,2000,HD 192263,0.804,0.7401,4975.16,,0.0543197,RV
HD 192310 b,0.322307,0.0531258,,,74.72,0.13,,2011,HD 192310,0.8,0.847025,5166,,-0.04,RV
HD 192310 c,1.18358,0.0736073,,,525.8,0.32,,2011,HD 192310,0.8,0.847025,5166,,-0.04,RV
HD 192699 b,1.12292,2.29191,,,345.53,0.129,,2007,HD 192699,1.58,3.61317,5141,,-0.2,RV
HD 195019 b,0.136688,3.57989,,,18.20132,0.0138,,1999,HD 195019,1.025,1.34728,5788.16,,0.0679703,RV
HD 196050 b,2.51056,2.8434,,,1378,0.228,,2002,HD 196050,1.109,1.31321,5892.35,,0.229114,RV
HD 196885 b,2.54171,2.9439,,,1333,0.48,,2008,HD 196885,1.23,1.29927,6254,,0.22,RV
HD 197037 b,2.07477,0.807324,,,1035.7,0.22,,2012,HD 197037,1.11,1.09866,6150,,-0.2,RV
HD 19994 b,1.30567,1.32681,,,466.2,0.266,,2004,HD 19994,1.365,1.40403,6188.02,,0.18649,RV
HD 200964 b,1.64347,1.94873,,,613.8,0.04,,2011,HD 200964,1.57,3.80029,5082,,-0.2,RV
HD 200964 c,2.00121,0.945722,,,825,0.181,,2011,HD 200964,1.57,3.80029,5082,,-0.2,RV
HD 202206 b,0.811776,16.8244,,,255.87,0.435,,2002,HD 202206,1.074,0.985786,5787.84,,0.353502,RV
HD 202206 c,2.49004,2.33098,,,1383.4,0.267,,2005,HD 202206,1.074,0.985786,5787.84,,0.353502,RV
HD 2039 b,2.19755,5.92499,,,1120,0.715,,2003,HD 2039,1.123,1.1465,5940.77,,0.31541,RV
HD 204313 b,3.07131,3.50088,,,1920.1,0.23,,2010,HD 204313,1.045,1.12584,5767,,0.18,RV
HD 204313 d,3.94498,1.60642,,,2831.6,0.28,,2012,HD 204313,1.02,,5767,,0.18,RV
HD 204941 b,2.55427,0.26689,,,1733,0.37,,2011,HD 204941,0.74,0.850124,5056,,-0.19,RV
HD 205739 b,0.894939,1.48708,,,279.8,0.27,,2008,HD 205739,1.22,1.46292,6176,,0.19,RV
HD 206610 b,1.53703,1.97113,,,610,0.229,,2010,HD 206610,1.3,4.98482,4821,,0.1,RV
HD 20782 b,1.36607,1.9,,,591.9,0.97,,2006,HD 20782,0.969,1.12933,5758.36,,-0.0510211,RV
HD 207832 b,0.569755,0.564176,,,161.97,0.13,,2012,HD 207832,0.94,0.901,5710,,0.06,RV
HD 207832 c,2.1118,0.730294,,,1155.7,0.27,,2012,HD 207832,0.94,0.901,5710,,0.06,RV
HD 20794 b,0.120738,0.00848679,,,18.315,0,,2011,HD 20794,0.7,1.22683,5401,,-0.4,RV
HD 20794 c,0.203628,0.00743617,,,40.114,0,90,2011,HD 20794,0.7,1.22683,5401,,-0.4,RV
HD 20794 d,0.349781,0.0147932,,,90.309,0,90,2011,HD 20794,0.7,1.22683,5401,,-0.4,RV
HD 208487 b,0.520765,0.5122,,,130.08,0.24,,2005,HD 208487,1.113,1.20627,6067.44,,0.0222606,RV
HD 208527 b,2.099,10.014,,,875.5,0.08,,2013,HD 208527,1.6,41.0489,4035,,-0.09,RV
HD 20868 b,0.947319,2.00901,,,380.85,0.75,,2009,HD 20868,0.78,1.15581,4795,,0.04,RV
HD 209458 b,0.047235,0.689646,1.359,0.338,3.52474859,0,86.71,2000,HD 209458,1.131,1.155,6065,,0,RV
HD 210277 b,1.13105,1.27275,,,442.19,0.476,,1999,HD 210277,0.986,0.939154,5555.23,,0.214293,RV
HD 210702 b,1.17218,1.86459,,,354.29,0.036,,2007,HD 210702,1.71,5.17,5000,,0.04,RV
HD 212301 b,0.034116,0.39615,,,2.245715,0,,2006,HD 212301,1.05,,5997.91,,-0.18,RV
HD 212771 b,1.16471,2.70016,,,373.3,0.111,,2010,HD 212771,1.51,4.00571,5091,,-0.14,RV
HD 213240 b,1.88529,4.53249,,,882.7,0.421,,2001,HD 213240,1.143,1.3947,5967.95,,0.138711,RV
HD 215497 b,0.0465952,0.020855,,,3.93404,0.16,,2010,HD 215497,0.872,1.10659,5113,,0.23,RV
HD 215497 c,1.28243,0.327524,,,567.94,0.49,,2010,HD 215497,0.872,1.10659,5113,,0.23,RV
HD 216437 b,2.48556,2.16817,,,1353,0.319,,2002,HD 216437,1.117,1.36865,5848.71,,0.224954,RV
HD 216536 b,0.608531,1.48058,,,148.6,0.38,,2015,HD 216536,1.36,12.5,4639,,-0.17,RV
HD 216770 b,0.455837,0.646927,,,118.45,0.37,,2004,HD 216770,0.9,1.03957,5423,,0.26,RV
HD 217107 b,0.0750282,1.40112,,,7.1268163,0.126686,,1999,HD 217107,1.108,1.5,5704.36,,0.389294,RV
HD 217107 c,5.33414,2.61546,,,4270,0.517222,,2005,HD 217107,1.108,1.5,5704.36,,0.389294,RV
HD 217786 b,2.3791,13.1868,,,1319,0.4,,2011,HD 217786,1.02,1.15058,5966,,-0.135,RV
HD 218566 b,0.687282,0.212872,,,225.7,0.3,,2011,HD 218566,0.85,0.590728,4820,,0.38,RV
HD 219828 b,0.0515012,0.0622185,,,3.8334999,0,,2007,HD 219828,1.24,1.4682,5891,,0.19,RV
HD 220074 b,1.60044,11.1883,,,672.1,0.14,,2013,HD 220074,1.2,54.7067,3935,,-0.25,RV
HD 220773 b,4.94302,1.44975,,,3724.7,0.51,,2012,HD 220773,1.16,1.35144,5940,,0.09,RV
HD 221287 b,1.25015,3.11535,,,456.10001,0.08,,2007,HD 221287,1.25,1.10236,6304,,0.03,RV
HD 222155 b,5.13864,2.02633,,,3999,0.16,,2012,HD 222155,1.13,1.67,5765,,-0.11,RV
HD 222582 b,1.33658,7.63003,,,572.38,0.725,,2000,HD 222582,0.965,1.13737,5726.63,,-0.0285345,RV
HD 224693 b,0.192441,0.714594,,,26.73,0.05,,2006,HD 224693,1.33,1.17028,6037,,0.343,RV
HD 22781 b,1.16847,13.8403,,,528.07,0.8191,,2011,HD 22781,0.75,0.720445,5027,,-0.37,RV
HD 23079 b,1.59509,2.4433,,,730.6,0.102,,2002,HD 23079,1.012,1.16249,5927.07,,-0.149704,RV
HD 23127 b,2.31864,1.40487,,,1214,0.44,,2007,HD 23127,1.127,1.51172,5752,,0.34,RV
HD 231701 b,0.555583,1.08667,,,141.60001,0.1,,2007,HD 231701,1.14,1.24116,6208,,0.07,RV
HD 23596 b,2.77219,7.74272,,,1561,0.266,,2003,HD 23596,1.159,1.96615,5903.55,,0.217926,RV
HD 240210 b,1.33364,7.28868,,,501.75,0.15,,2009,HD 240210,1.25,17.2701,4290,,-0.18,RV
HD 240237 b,1.91887,5.31949,,,745.7,0.4,,2012,HD 240237,1.69,,4361,,-0.26,RV
HD 24040 b,4.92406,4.02189,,,3668,0.04,,2007,HD 24040,1.18,1.15444,5852.73,,0.206313,RV
HD 24064 b,1.29459,9.45161,,,535.6,0.35,,2015,HD 24064,1,38,4052.5,,-0.49,RV
HD 25171 b,3.03064,0.956204,,,1845,0.08,,2011,HD 25171,1.09,1.06877,6160,,-0.11,RV
HD 2638 b,0.0435743,0.477325,,,3.4442,0,,2005,HD 2638,0.93,1.1428,5192,,0.16,RV
HD 27894 b,0.122117,0.617925,,,17.990999,0.049,,2005,HD 27894,0.75,1.20255,4875,,0.3,RV
HD 28185 b,1.02341,5.79721,,,379,0.05,,2001,HD 28185,0.99,1.00685,5656,,0.22,RV
HD 28254 b,2.14768,1.1614,,,1116,0.81,,2010,HD 28254,1.06,1.56874,5664,,0.36,RV
HD 285507 b,0.0588842,0.917,,,6.0881,0.086,,2014,HD 285507,0.734,0.656,4503,,0.13,RV
HD 28678 b,1.31659,1.8997,,,387.1,0.168,,2011,HD 28678,2.03,6.33673,5052,,-0.21,RV
HD 290327 b,3.43052,2.54762,,,2443,0.08,,2010,HD 290327,0.9,0.997399,5552,,-0.11,RV
HD 2952 b,1.22755,1.62021,,,311.6,0.129,,2013,HD 2952,2.54,11.4311,4844,,0,RV
HD 30177 b,3.80821,9.68782,,,2770,0.193,,2003,HD 30177,0.951,1.21235,5607.39,,0.394219,RV
HD 30562 b,2.34083,1.33254,,,1157,0.76,,2009,HD 30562,1.277,1.39121,5936,,0.26,RV
HD 30856 b,2.04004,1.85721,,,912,0.117,,2011,HD 30856,1.36,5.5698,4973,,-0.14,RV
HD 31253 b,1.26054,0.501427,,,466,0.3,,2011,HD 31253,1.23,1.64612,5960,,0.16,RV
HD 32518 b,0.595162,3.34549,,,157.54,0.01,,2009,HD 32518,1.13,24.3641,4580,,-0.15,RV
HD 32963 b,3.5161,0.7,,,2372,0.07,,2016,HD 32963,1.03,0.988525,5272,,0.11,RV
HD 330075 b,0.0392074,0.623724,,,3.38773,0,,2004,HD 330075,0.7,1.20726,5017,,0.08,RV
HD 33142 b,1.09038,1.41137,,,326.6,0.12,,2011,HD 33142,1.62,4.29546,5049,,0.03,RV
HD 33283 b,0.145378,0.330171,,,18.179001,0.48,,2006,HD 33283,1.24,1.45431,5995,,0.366,RV
HD 33564 b,1.1241,9.12785,,,388,0.34,,2005,HD 33564,1.25,,6250,,-0.12,RV
HD 33636 b,3.26519,9.26951,,,2127.7,0.4805,,2002,HD 33636,1.017,1.03374,5904.28,,-0.125591,RV
HD 33844 b,1.59543,1.96,,,551.4,0.15,,2016,HD 33844,1.78,5.29,4861,,0.27,RV
HD 33844 c,2.23776,1.76867,,,916,0.13,,2016,HD 33844,1.78,5.29,4861,,0.27,RV
HD 34445 b,2.06642,0.790506,,,1049,0.27,,2010,HD 34445,1.069,1.39357,5836,,0.14,RV
HD 3651 b,0.29472,0.228975,,,62.218,0.596,,2003,HD 3651,0.882,0.934685,5220.58,,0.164467,RV
HD 37124 b,0.533637,0.674371,,,154.378,0.054,,2000,HD 37124,0.85,0.772275,5500.24,,-0.441617,RV
HD 37124 c,1.70993,0.648109,,,885.5,0.125,,2003,HD 37124,0.85,0.772275,5500.24,,-0.441617,RV
HD 37124 d,2.80658,0.68665,,,1862,0.16,,2005,HD 37124,0.85,0.772275,5500.24,,-0.441617,RV
HD 37605 b,0.283337,2.80174,,,55.01307,0.6767,,2004,HD 37605,1,0.916831,5448,,0.336,RV
HD 37605 c,3.81754,3.36552,,,2720,0.013,,2012,HD 37605,1,0.916831,5448,,0.336,RV
HD 38283 b,1.02382,0.338157,,,363.2,0.41,,2011,HD 38283,1.085,1.50465,5998,,-0.12,RV
HD 38529 b,0.1272,0.803263,,,14.310195,0.243663,,2001,HD 38529,1.34,2.02418,5674,,0.4,RV
HD 38529 c,3.6002,12.2603,,,2146.0503,0.355094,,2003,HD 38529,1.34,2.02418,5674,,0.4,RV
HD 38801 b,1.6471,10.0105,,,696.3,0,,2010,HD 38801,1.22,2.24501,5314,,0.25,RV
HD 39091 b,3.34651,10.088,,,2151,0.6405,,2002,HD 39091,1.071,1.14999,5949.91,,0.048326,RV
HD 40307 b,0.0468927,0.0129071,,,4.3115,0,,2009,HD 40307,0.74,0.839223,4977,,-0.31,RV
HD 40307 c,0.0800702,0.0211468,,,9.62,0,,2009,HD 40307,0.74,0.839223,4977,,-0.31,RV
HD 40307 d,0.132422,0.028076,,,20.46,0,,2009,HD 40307,0.74,0.839223,4977,,-0.31,RV
HD 40979 b,0.846038,4.02224,,,264.15,0.252,,2003,HD 40979,1.154,1.27973,6089.29,,0.168315,RV
HD 4113 b,1.27266,1.64829,,,526.62,0.903,,2008,HD 4113,0.99,1.07428,5688,,0.2,RV
HD 4203 b,1.16537,2.08215,,,431.88,0.519,,2002,HD 4203,1.13,1.15783,5701.69,,0.452632,RV
HD 4208 b,1.65355,0.807457,,,828,0.052,,2002,HD 4208,0.879,0.876501,5600.17,,-0.284151,RV
HD 4308 b,0.119192,0.0477376,,,15.56,0,,2006,HD 4308,0.933,0.82259,5695,,-0.31,RV
HD 4313 b,1.13327,2.17173,,,356,0.041,,2010,HD 4313,1.53,4.11574,4966,,0.05,RV
HD 43197 b,0.918027,0.596868,,,327.8,0.83,,2010,HD 43197,0.96,1.19673,5508,,0.4,RV
HD 43691 b,0.241901,2.49717,,,36.959999,0.14,,2007,HD 43691,1.38,1.34586,6200,,0.25,RV
HD 44219 b,1.18713,0.589265,,,472.3,0.61,,2010,HD 44219,1,1.36324,5752,,0.03,RV
HD 45350 b,1.94413,1.83614,,,963.6,0.778,,2005,HD 45350,1.054,1.18013,5616.04,,0.290863,RV
HD 45364 b,0.68156,0.187149,,,226.93,0.1684,,2009,HD 45364,0.82,1.02464,5434,,-0.17,RV
HD 45364 c,0.897549,0.658513,,,342.85,0.0974,,2009,HD 45364,0.82,1.02464,5434,,-0.17,RV
HD 45652 b,0.227878,0.468448,,,43.6,0.38,,2008,HD 45652,0.83,1.13465,5312,,0.29,RV
HD 46375 b,0.0399038,0.227201,,,3.023573,0.063,,2000,HD 46375,0.927,0.863012,5285.42,,0.240029,RV
HD 47186 b,0.0498411,0.071203,,,4.0845,0.038,,2009,HD 47186,0.99,1.13117,5675,,0.23,RV
HD 47186 c,2.38704,0.348285,,,1353.6,0.249,,2009,HD 47186,0.99,1.13117,5675,,0.23,RV
HD 4732 b,1.19218,2.37727,,,360.2,0.13,,2013,HD 4732,1.74,5.55146,4959,,0.01,RV
HD 4732 c,4.60219,2.36493,,,2732,0.23,,2013,HD 4732,1.74,5.55146,4959,,0.01,RV
HD 48265 b,1.59435,1.20645,,,762,0.24,,2009,HD 48265,0.93,,,,0.17,RV
HD 49674 b,0.0571073,0.101571,,,4.94737,0.087,,2003,HD 49674,1.015,0.889525,5662.28,,0.309592,RV
HD 50499 b,3.87172,1.74473,,,2457.8717,0.253675,,2005,HD 50499,1.28,1.18426,6069.67,,0.335195,RV
HD 50554 b,2.26097,4.39876,,,1224,0.444,,2002,HD 50554,1.025,1.25271,5928.79,,-0.0658389,RV
HD 52265 b,0.499878,1.07139,,,119.29,0.325,,2000,HD 52265,1.17,1.34703,6076.31,,0.193307,RV
HD 5319 b,1.6698,1.76545,,,641,0.02,,2007,HD 5319,1.51,3.85,4958,,0.15,RV
HD 5319 c,2.0717,1.15,,,886,0.15,,2015,HD 5319,1.51,3.85,4958,,0.15,RV
HD 5388 b,1.76349,1.96509,,,777,0.4,,2010,HD 5388,1.21,1.29538,6297,,-0.27,RV
HD 5608 b,1.98519,1.47372,,,792.6,0.19,,2012,HD 5608,1.66,5.5,4911,,0.12,RV
HD 5891 b,0.636168,5.22845,,,177.11,0.066,,2011,HD 5891,1.09,11.8348,4825,,-0.38,RV
HD 60532 b,0.759258,1.0348,,,201.3,0.28,,2008,HD 60532,1.44,2.35065,6095,,-0.26,RV
HD 60532 c,1.57999,2.46312,,,604,0.02,,2008,HD 60532,1.44,2.35065,6095,,-0.26,RV
HD 63454 b,0.0362523,0.384566,,,2.818049,0,,2005,HD 63454,0.8,1.15809,4841,,0.11,RV
HD 63765 b,0.94038,0.643827,,,358,0.24,,2011,HD 63765,0.865,0.975102,5432,,-0.16,RV
HD 6434 b,0.142061,0.397195,,,21.997999,0.17,,2004,HD 6434,0.79,0.80278,5835,,-0.52,RV
HD 65216 b,1.37427,1.21636,,,613.09998,0.41,,2004,HD 65216,0.92,0.88536,5666,,-0.12,RV
HD 66428 b,3.14259,2.74962,,,1973,0.465,,2006,HD 66428,1.061,0.979625,5752.03,,0.310226,RV
HD 67087 b,1.08217,3.09805,,,352.2,0.17,,2015,HD 67087,1.36,1.55,6330,,0.25,RV
